text,label,company
"[마켓컬리] 쿠팡ㆍ홈플러스 흔들리는 사이 신바람 난 컬리…작년 사상 첫 영업 흑자... 지난해 컬리는 4분기 연속으로 10% 이상의 거래액 성장률을 보였으며, 4분기에는 16.2% 성장으로 최근 3년 내 가장 높은 수치를 기록했다. 개인정보 유출 사태로 지난해 말 다소 부진한 실적을 낸 쿠팡과 대조적인...",relevant,마켓컬리
"[마켓컬리] “쿠팡 대안 있으면 좋겠어요”…‘탈팡’ 고객 겨냥한 이커머스 경쟁 ... 네이버, 컬리∙롯데마트와 제휴 CJ대한통운∙한진∙롯데택배 주7일 배송 쿠팡 대규모 개인정보 유출 사태... 지난해 공정거래위원회로부터 알리바바와의 G마켓 공동 운영 승인을 받은 신세계는 올해를 ‘G마켓 재도약의...",relevant,마켓컬리
"[마켓컬리] 4월 14일 반도체/광통신/보안/AI-로봇 토스, <b>마켓</b><b>컬리</b>, 마이크로 LED, 딥페이크, 모더나, LED, 퓨리오사AI, 증강현실, 카메라모듈/부품, 화폐/금융자동화기기(디지털화폐 등), 페인트, LED장비, 무선충 전기술, 자동차 대표주, 플렉서블 디스플레이, 조선, 의료AI, 갤럭시 부품주, 아이폰, IT 대표주, 유전자치료제/분석, 전자결제(전자화폐), 호텔/리조트 등...",irrelevant,마켓컬리
"[마켓컬리] 하림 홈플러스 익스프레스 인수와 지주 <b>주가</b> 전망 1분기 실적 분석 슈퍼<b>마켓</b>(SSM)인 ‘홈플러스 익스프레스’ 인수를 전격 발표하며 시장에 큰 충격을 주었습니다. 하림 홈플러스 익스프레스 인수는 사업 확장을 넘어, 생산부터...이번 포스팅에서는 하림 홈플러스 익스프레스 인수와 지주 <b>주가</b> 전망 1분기 실적 분석에 대해 알아보겠습니다. 하림과 하림지주 회사소개 및 주요제품...",irrelevant,마켓컬리
"[마켓컬리] 안 쓰는 물건 돈으로 바꾸는 방법 | 집에서 쉽게 용돈 버는 현실적인 중고거래 꿀팁 분쟁을 100% 막아줍니다. ③ 칼 같은 시세 확인 당근<b>마켓</b>, 번개장터, 중고나라 등 플랫폼에 내가 팔려는 제품을 검색해 보세요. 최근 거래된 &#39;평균 가격&#39;을 파악...생활 기스 있음) ⚠️ 안전한 중고 거래를 위한 필수 주의사항 전자기기는 무조건 &#39;공장 초기화&#39;: <b>개인</b><b>정보</b> <b>유출</b> 방지를 위해 계정 로그아웃 및 초기화는...",irrelevant,마켓컬리
"[마켓컬리] 쿠팡, 꼼수 보상안 이어 적반하장 청문회…민심 '부글부글' 쿠팡이 대규모 개인정보 유출 사태 이후 내놓은 보상안이 꼼수 논란을 빚은 데 이어 국회 청문회에서도... 이어 &quot;마켓컬리나 쓱배송, 네이버 쇼핑 같은 다른 쇼핑 플랫폼을 이용하고 있다&quot;며 &quot;탈팡해도 그리 불편하지...",irrelevant,마켓컬리
"[마켓컬리] CJ 대한통운 주가 급등 쿠팡 개인정보 유출 반사이익 + 실적 턴어라운드 총정리 수혜 가능성📦 쿠팡에서 약 3370만 명의 고객 정보가 유출되면서 회원 탈퇴, <b>집단소송</b> 커뮤니티가 폭증하고 있어요. 특히 관련 카페만 열흘도 안 돼 40만 명 이상...왜냐면 쿠팡은 자체 배송(로켓배송) 시스템이지만, 네이버·G<b>마켓</b>·<b>컬리</b> 등 한국의 대부분 이커머스는 CJ대한통운에 배송을 맡기고 있기 때문! 즉...",irrelevant,마켓컬리
"[마켓컬리] 컬리, 2분기 영업이익 274억 전년比 1991%↑…6개 분기 연속 흑자 컬리의 핵심 사업인 마켓컬리의 거래액 또한 전년 동기 대비 25.7% 증가했다. 신선식품과 가정간편식(HMR) 등의 판매량 증가가 주효했다. 뷰티컬리 거래액도 럭셔리와 인디 브랜드의 인기가 지속되며 13.5% 증가했다..",relevant,마켓컬리
"[마켓컬리] 2026년 8월 3일~8월 9일 방주부의 일상 🍀 시켜먹었다. 2026-08-05 수요일 만두에 야채무침 먹으려고 한건데, 야채무침이 진짜 기가막히게 맛있어서 메밀면 급하게 끓여서 비벼먹기 쿠팡 , 마켓컬리 , 마트 나눠서 장보는 방주부 2026-08-06 목요일 새벽 6시에 문여는 대형마트 혼자 카트까지 끌어가면서 모닝 장봤다 조금은 무거울지도..",irrelevant,마켓컬리
"[마켓컬리] (네이버) 탄탄한 본업. 다가오는 새 그림 힘없는 <b>주가</b> vs 힘솟는 실적: 4025 Preview Preview 영업수익 3조2,309억원 YoY +12%, 영업이익 5,964억원 YoY +10%. 컨센서스 부합 전망 [광고] 25년 4분기 LY...증가효과 고수수료율 의 여행 매출 증가 ③포쉬마크 실적 개선 탈쿠팡효과 <b>마켓</b><b>컬리</b>, 스포티파이 등 멤버쉽 효과 등으로 전년 대비 30% 이상 성장 유지...",irrelevant,마켓컬리
"[마켓컬리] 코스피 5300 회복의 서막, LG전자 &#39;피지컬 AI&#39;가 쏘아 올린 로봇 혁명 장세는 <b>하락</b> 추세를 마감하고 상승 추세로 전환하는 골든크로스의 강력한 시그널로 작용하곤 했습니다. 반면 코스닥은 1,114.87로 -0.03% 약보합 마감했는데, 이는 수급이 중소형 테마주에서 대형 우량주로 이동하는 전형적인 순환매 장세가 펼쳐지고 있음을 증명합니다. Ⅳ. 오늘의 주도 섹터 분석 1. 가전 회사에서...",irrelevant,마켓컬리
"[마켓컬리] CLASSYS_Sustainability_Report_2022_KR_vF.pdf 대해 <b>개인</b><b>정보</b>보호법과 생명윤리 및 안전에 관한 법률 시행규칙 제15조에 의거 하여 관리하는 등 참여자의...따라 보관하고 관리하여, 부 적절한 이용이나 <b>유출</b>이 없도록 하고 있습니다. 또한, 관련 임직원에게는...",irrelevant,마켓컬리
[마켓컬리] 8월11일 마켓컬리퀴즈 정답 비트베이크퀴즈 정답 ㅌㅎㅈㅊ 8월11일 마켓컬리퀴즈 정답 비트베이크퀴즈 정답 마켓컬리퀴즈 샴푸 후 컨디셔너(린스)를 쓰는 이유는? 정답 머릿결을 매끄럽게 비트베이크퀴즈 중앙은행이 물가 안정과 경제 성장을 위해 시중의..,irrelevant,마켓컬리
[마켓컬리] 컬리 얘네도 어지간히 미친시스템인거같음 서울이어도 오후 7시에 주문한게 새벽 1시에 도착하네 ㅋㅋ,relevant,마켓컬리
[마켓컬리] 어릴땐 비를 좋아했는데 이제 진짜 장마가 싫어 떡 #<b>마켓</b><b>컬리</b>호박인절미 ​ 굳이 광주 안가도 존맛이던데? 한 일주일동안 반숙란 신비복숭아 호박인절미 이렇게 아침으로 먹는게 나의 루틴이었음 면허 갱신 완 ….. 이제 운전면허도 갱신해야혀 난 한식이 참 조타 아니 근데 개웃긴게 이 동네 공차 너무 어두움 …. 그래서 나 저번에 가서 문열려다가 어 문닫았네? 하고...,irrelevant,마켓컬리
"[마켓컬리] 현대 중고 1톤 냉동탑 트윈콤프｜포터2 냉탑 슈퍼캡 초장축｜2021년식｜오토.. 가격 399,000원, 현대 중고 1톤 냉동탑 트윈콤프｜포터2 냉탑 슈퍼캡 초장축｜2021년식｜오토｜5만km대/신선식품배송/마켓컬리배송/마트납품/편의점/급식차｜2070만｜월 39만원대, ⚡강력한 트윈콤프 탑재 & 5만km 대..",irrelevant,마켓컬리
"[마켓컬리] [오늘의집밥]내가 열심히 집밥하는 이유_트러플짜장밥 나는 저녁요리를 위해서 한살림, 마켓컬리, 동네 정육점을 매일매일 가는 편이다. 딸아이 방학이라서 딸 치과 치료를 받고 어제는 함께 시장을 보고 있는데, 딸아이에 한마디 “엄마 이렇게 매일 시장을 여러군데..",irrelevant,마켓컬리
"[마켓컬리] 광화문역 카페/서울소금빵맛집, ‘시오팡야 광화문D타워점’ 풍미가 제대로 느껴졌습니다~ 시오팡야는 소금빵 하나를 기본으로 하면서도 여러 가지 재료를 더해 메뉴를 다양하게 구성해놓은 게 재미있는 곳이었습니다~ 마켓컬리에서도 판매중입니다~ 쑥소금빵 궁금하신 분, 쑥처럼 은은한 풍미를 좋아하시는 분, 광화문에서 간단하게 포장..",irrelevant,마켓컬리
"[마켓컬리] 종합기업분석 - 푸드나무 <b>마켓</b><b>컬리</b> #닭고기 I. 기업 기본정보 및 지배구조 1. 기업 기본정보 항목 내용 회사명 주식회사 푸드나무 (FOODNAMOO, INC.) 설립일 2013년 1월 14일 상장일...법인 설립, 보디빌딩&amp;피트니스 미디어 &#39;개근질닷컴&#39; 런칭 2018년: 코스닥시장 <b>상장</b>, 맛있닭 브랜드 시작 2019년: 파주물류센터 준공, 해외 수출 확대 시작...",irrelevant,마켓컬리
[마켓컬리] 어릴때부터 아버지에게 학대를 당했던 맥컬리 컬킨 인터뷰 ,irrelevant,마켓컬리
"[마켓컬리] 1월 29일(목) 오늘의 주도주는 (#우주 #로봇 #개별주) 대출 <b>논란</b>, 증시 활황과 함께 브로커리지 관련 주요 지표들도 역대급 호조(키움증권 리포트 발행) ⇨ 증권관련주 부각 ​ 4. 아이언디바이스 (29.91%) : 반도체관련주, 시총600억대, 반도체설계사업, 공모가7000원, GaN 기반 &#39;3상 모터 인버터&#39; 공개 속 휴머노이드 로봇 및 모빌리티 시장 공략 기대감 ⇨ 로봇관련주 부각 ​ 5...",irrelevant,마켓컬리
"[마켓컬리] 국제유가 급등 이유와 국내 기름값 전망… 지금 당장 알아야 할 8가지 인상 예상. 2. 운송·물류비 폭등 화물·택배·항공운임 8~15% 인상 → 쿠팡·<b>마켓</b><b>컬리</b> 등 이커머스 배송비 추가 부담 전가 가능성. 3. 원·달러 환율 급등 현재...석유화학 실적 양면성 단기 마진 확대 → SK이노·GS칼텍스·롯데케미칼 <b>주가</b> 반등 가능하나, 장기 수요 위축 우려. 6. 자영업·소상공인 직격탄 배달...",relevant,마켓컬리
"[마켓컬리] 2025년 &#39;탈팡&#39; 현상 분석: 보안 이슈와 &#39;쿠팡의 역설&#39; (대안 플랫폼 상세 비교) 강경한 <b>불매</b> 움직임이 나타나며 플랫폼에 대한 책임 있는 대응을 요구하고 있습니다. ​ 2. &#39;쿠팡의 역설&#39;: 이용자 수는 오히려 증가하는 이유 대규모 보안 사태 직후, 쿠팡의 일간 이용자 수가 역대 최고치를 경신하는 &#39;역설적인 현상&#39;이 발생했습니다. 이는 다음과 같은 복합적인 이유 때문입니다. ​ 생활 밀착형 &#39;락인...",irrelevant,마켓컬리
"[마켓컬리] 2026년 디지털온누리상품권 사용 방법 - 삶에 최고의 가치를 더하는 블로그 앱 <b>마켓</b>에서 무료로 다운로드할 수 있으며, 설치 후에는 간단한 회원 가입 절차를 거쳐야 해요. 회원 가입 시에는 본인 인증이 필요하니 신분증을 준비하는 것이 좋아요. 어플리케이션을 통해 상품권을 구매할 때...",irrelevant,마켓컬리
"[마켓컬리] 택배반품빠르게처리하는법, 시간을 아끼는 현명한 방법 송장 번호 관리 반품 송장 번호를 꼭 메모하거나 사진으로 남겨두세요. - <b>환불</b> 진행 상황을 추적할 수 있기 때문입니다. - 일부 쇼핑몰은 운송장 도착을 기준...빠르기로 유명합니다: ​ 자체 물류센터를 운영하는 곳 (예: 쿠팡, <b>마켓</b><b>컬리</b>) ​ 자동화된 반품 시스템이 준비된 쇼핑몰 ​ 고객서비스 센터 응대가 빠른 브랜드몰...",irrelevant,마켓컬리
[마켓컬리] 밀키트 한번 맛 들이니 너무 편하네요^^ 요즘 밀키트 몇 번 먹어봤는데 생각보다 맛있고 너무 편하네요 재료 손질할 것도 거의 없고 설명대로 넣고 끓이거나 볶기만 하면 되니 요리하기 귀찮은 날 완전 딱이에요 맛도 웬만하면 실패가 없어서 이번에 마켓컬리에서..,irrelevant,마켓컬리
[마켓컬리] 포켓몬)결국 컬리헤어는 누가 받아갔어? 어제 그거 얘기가 좀 있던거 같은데,irrelevant,마켓컬리
"[마켓컬리] 마켓컬리 5천원/1만원 할인 쿠폰 상품 정보 더보기 〉 상품 정보 마켓컬리 5천원/1만원 할인 쿠폰 1,000원 시세조회 결제 혜택 N 페이코 1% 즉시할인(최대 2만원) KB국민카드 12개월 5% 특별 할부 수수료 결제 혜택 받기 〉 상품 상태 새상품, 구성품..",irrelevant,마켓컬리
[마켓컬리] [부산]천일생수 8월인원 모집합니다. 지원자격 - 1톤 차량소지자 지역 - 부산 / 김해 모집인원 - 상시모집 투입일정 - 면접후 즉시가능 화물운송자격증보유자 흰번호판 가능 다양한 사업체 운영중(식자재 / 마켓컬리 / 용차)..,irrelevant,마켓컬리
"[마켓컬리] 국내 최초 전통 1세대 그릭요거트 브랜드 데이를 <b>불매</b>하자는 말까지 돌았고 1호점 매출이 단 일주일 만에 1호점 매출이 3분의 1로 줄었어요. 고객의 신뢰를 되찾기 위해, 매장 직원들에게 정량을 지킬 것을 반복적으로 교육했고, 인스타그램 댓글과 DM은 모두 직접 읽고 답했어요. 고객의 비판을 진성정 있게 받아들이고 문제를 해결하기 위한 소통을 지속하면서...",irrelevant,마켓컬리
"[카카오] 2025년 9월 25일 이세철의 출근길 뉴스 브리핑 모터스 <b>주가</b>조작과 통일교 금품수수 의혹 등으로 구속기소된 김건희 여사의 범죄수익은 10억3000만원으로 산정됐으며, 국민여론에서 상대적으로 불리해 국민참여재판은...",irrelevant,카카오
"[카카오] ✍ 2026년 03월03일 화요일 간추린 뉴스✍ 50선, <b>하락</b>베팅 규모↑...관세·중동리스크發 경계감도 ☞비트코인 &#39;이란공습&#39; 이전 수준 회복…&#39;안전자산&#39; 금값은 올라...비트코인 3% 급락 후 6만5000달러 회복…공습...",irrelevant,카카오
[카카오] 9월30일 이병철의 뉴스클리핑 연속 <b>하락</b>했다는 리얼미터의 여론조사 결과가 29일 나옴. 지지부진한 한·미 관세 협상으로 시장 불안이 커진데다 국가정보자원관리원(국정자원) 화재로 인한 정부...,irrelevant,카카오
[카카오] 26년 5월 29일 금요일 간추린 숏뉴스 고용노동부 장관이 대기업 초과이윤 분배 <b>논란</b>에 대해 정부가 강제로 관여할 권한이...사회적 대화를 강조했습니다. ■ (사회) <b>카카오</b> 노사의 임금 협상 조정이 최종...,irrelevant,카카오
"[카카오] 2026년 6월 5일 (금) 간추린 뉴스 성공을 위한 조치라고 설명했지만, 3천5백여 명의 직원이 고용 불안에 놓이면서 노조가 강하게 반발하고 있습니다. ​ ■ (경제) &#39;탱크데이&#39; 마케팅 논란으로 <b>카카오</b>톡 선물하기 1위 자리를 내줬던 스타벅스가 다시 정상에 복귀했습니다. 5·18 폄훼 논란으로 7년 만에 선두를 내주며 <b>불매</b>운동까지 겪었지만, 다시 판매...",irrelevant,카카오
[카카오] 2025년 9월 5일 이세철의 출근길 뉴스 브리핑 10. <b>카카오</b>·오픈AI 동맹 올 11월부터 카톡 채팅 탭에 챗GPT를 탑재하면 이용자들은...모멘텀이 제약되고 있다며 목표<b>주가</b>를 기존 17만 원에서 9만 원으로 하향 조정...,relevant,카카오
[카카오] 12월3일 이병철의 뉴스클리핑 행정처를 <b>폐지</b>하고 합의제 기구인 사법행정위원회에 대법원장의 실질적인 인사·예산 권한 등을 이관하는 사법행정 개편안을 확정. 민주당 사법행정 정상화 태스크포스...,irrelevant,카카오
[카카오] 간추린 뉴스 불안감을 키우고 있습니다. ■<b>카카오</b> 노조가 창사 이래 처음으로 부분 파업을 벌이며...입에서 유충이 발견돼 관리 부실 <b>논란</b>이 일고 있습니다. 보건당국은 병원에 대한...,relevant,카카오
"[카카오] 26년 5월 28일 📰 안장 출근길 뉴스 헤드라인 GO&#39; 출시, 여행 커머스 판도 변하나 ​ 6. 로켓배송으로 받는 최애 굿즈...쿠팡, ‘콜라보클럽’으로 팬덤 소비 공략 ​ 7. ‘카톡 개편 주도’ 홍민택 CPO, <b>카카오</b> 떠난다 ​ 8. 15초에 홀려 본편까지...넷플릭스 등 OTT 숏폼 경쟁 ​ 9. 해외엔 제공하면서 한국은 패싱… 구글 &#39;음악 데이터 <b>갑질</b>&#39; 논란 ​ 10. &#39;AI 영상 낚시 안...",irrelevant,카카오
[카카오] [아주경제 오늘의 뉴스 종합][단독] 5대 은행 '자체 구제' 3.5배 늘렸다…... 카카오 주가가 하락세를 면치 못하고 있는 이유는 미래 성장동력이 불투명하다는 평가 때문이다. 지난 1분기 사상 최대 실적을 기록했지만 본업의 성장으로 수익성이 개선된 것이 아니라 계열사 재편 효과 때문이라는...,relevant,카카오
[카카오] 1월30일 이병철의 뉴스클리핑 기획본부장이 내정되면서 ‘낙하산’ <b>논란</b>이 제기. 한전산업개발 노조는 “황의 경력...고 우려. ▶ 포털 ‘다음’이 2025년 <b>카카오</b>에서 11년만에 독립한 데 인공지능...,relevant,카카오
[카카오] ⛄️헤드라인 2025년12월11일 목요일 8. <b>카카오</b>페이 송금 결산보니···축의금 평균 10만원 넘었다 ​ 9. 8단계 복잡한 쿠팡 탈퇴... 개인정보위 &#34;절차 쉽게 바꿔라&#34; ​ 10. 하나증권 강성묵·하나생명 남궁원...,relevant,카카오
"[카카오] 간추린경제뉴스(8/4) 부진에 <b>주가</b> 7%↓…월가 &#34;장기 성장성은 여전&#34; * 美백악관, &#39;트럼프 관세 악영향&#39; 분석에 &#34;당파적 분석&#34; * 美소비자 &#39;트럼프 관세&#39; 부메랑…세율 18%로 91년만에 최고치...",irrelevant,카카오
