round,stratum,raw_article_id,company_id,company,source,title,body,url,relevance_label,advertisement_label,note,decision,relevance_score
1,B_확신거절,13724,7,카카오,naver_api_hub,"하츠투하츠, '15-LOVE' 후속 활동 돌입…테니스 콘셉트 제대로 살렸다","카카오엔터테인먼트의 글로벌 K팝 미디어 1theK(원더케이)는 오리지널 콘텐츠 '온더스팟(On the Spot)'을 통해 하츠투하츠(지우, 카르멘, 유하, 스텔라, 주은, 에이나, 이안, 예온)의 '15-LOVE' 퍼포먼스 영상을 공개했다....",https://www.slist.kr/news/articleView.html?idxno=761709,irrelevant,no,,rejected,0.063954
1,D_중간대역,18829,5,SSG,naver_api_hub,"이마트 초저가 PB '5K프라이스', 1년 만에 4000만개 팔렸다","아울러 행사 기간 전 품목 대상 2만원 이상 구매 고객에게 신세계포인트 적립 시 e머니 3000점을 증정하며, 1만원 이상 구매 후 앱 응모 시 최대 5만원 이마티콘을 추첨 지급한다. 황운기 이마트 상품본부장은...",https://news.tf.co.kr/read/economy/2358983.htm,relevant,no,,accepted,0.70161
1,B_확신거절,15501,5,SSG,naver_api_hub,"유망주 1군 콜업은 최다, 엔트리 활용률은 꼴찌...키움의 리빌딩, 제대로...","키움은 27일 기준 42승73패3무, 승률 0.365로 9위 SSG 랜더스에도 7.0경기나 뒤진 리그 최하위다. 사상 초유의 4년 연속 꼴찌가 유력한 상황에서, 남은 시즌 유망주를 키우고 경험치를 먹여 내년 시즌을 대비하는 게 그나마...",http://www.spochoo.com/news/articleView.html?idxno=129327,irrelevant,no,,rejected,0.023508
1,A_확신통과,12223,5,SSG,naver_api_hub,"""우리 아파트에 생긴 '스타벅스', 짭이라고요?"" 입주민들 황당","우리가 일반 상가에서 접하는 스타벅스 매장은 신세계그룹 계열사인 스타벅스코리아가 운영한다. 따라서 기프티콘, 상품권, 이벤트 등 매장에서 이용·참여 가능한 요소들 모두 스타벅스코리아가 담당한다. 구체적인...",https://realty.chosun.com/site/data/html_dir/2026/08/26/2026082601997.html,relevant,no,,accepted,0.937317
1,B_확신거절,22142,5,SSG,kakao_daum,"SSG 김성현, 9월 5일 은퇴식 개최…21년 ‘원클럽맨’ 선수 생활 마감",프로야구 SSG 랜더스의 ‘원클럽맨’ 김성현(39) 플레잉코치가 21년간의 선수 생활에 마침표를 찍습니다. SSG는 오는 9월 5일 인천SSG랜더스필드에서 열리는 2026 신한 SOL KBO리그 두산 베어스와의 홈경기에서...,https://v.daum.net/v/tW04FcpX7g,irrelevant,no,,rejected,0.009035
1,A_확신통과,20404,7,카카오,naver_api_hub,"'모두의 AI' 카카오-LG, '카톡·전화' 중심 서비스 구축…진입 장벽 낮춘...",카카오와 LG그룹이 카카오톡 및 전화 서비스를 중심으로 보편적 AI(인공지능) 서비스 개발에 나선다. 카카오는 자사가 주관사를 맡고 LG유플러스 등이 핵심 참여사로 함께하는 카카오 컨소시엄이 과학기술정보통신부의...,https://www.shinailbo.co.kr/news/articleView.html?idxno=5055964,relevant,no,,accepted,0.978475
1,D_중간대역,19365,7,카카오,naver_api_hub,"전국민 무료 AI, 카카오·SKT·KT가 만든다(종합)","이기범 신민경 기자 = 정부가 추진하는 '모두의 AI' 사업자로 카카오·SK텔레콤·KT가 선정됐다. 이들은 '챗GPT... 거쳐 카카오 컨소시엄, SK텔레콤 컨소시엄, KT 컨소시엄을 사업 수행기관으로 선정했다고 밝혔다....",https://www.news1.kr/it-science/internet-platform/6272359,relevant,no,,rejected,0.981656
1,C_경계,35504,4,마켓컬리,kakao_daum,"자주 마시는 산수음료, 저렴하게 대량 구매하려면",병에 드는 비용이 훨씬 내려가요. 저렴하게 대량으로 구매하는 가장 직접적인 방법은 쿠팡·이마트몰·마켓컬리 같은 온라인 대형몰에서 묶음 상품을 찾는 것입니다. 이런 사이트들의 음료 코너에는 박스 단위...,https://picjjang.com/1003694/,irrelevant,no,,review_required,0.606701
1,E_커뮤니티회수,12403,8,네이버,kakao_daum,서울에서 수영 살내강습 받는 익 있어?,수영복 어디서 샀어? 타지사람인데 왜 네이버에 서치해도 잘 안나오지 ㅜ 아레나 말고! 편집샵 없나료? ㅠㅠ,https://www.instiz.net/name/67356831,irrelevant,no,,accepted,0.789409
1,B_확신거절,18877,5,SSG,kakao_daum,[2026 프로야구] 8월 28일 구단별 선발투수와 생중계 채널,LG 트윈스 김윤식의 경기는 부산 사직야구장에서 열린다. 생중계채널은 SPOTV에서 볼 수 있다. KIA 타이거즈 올러와 SSG 랜더스 이준기의 경기는 광주 기아챔피언스필드에서 펼쳐진다. 생중계채널은 SBS SPORTS다...,https://www.mimint.co.kr/bbs/view/news/S1N150/5552228,irrelevant,no,,rejected,0.003985
1,C_경계,35616,4,마켓컬리,naver_api_hub,[Digital & Now] 네이버 '컬리N마트' 출시 1년 만에 거래액 10배 증가,네이버는 컬리와 함께 출시한 '컬리N마트'의 거래액이 출시 1년 만에 초기 대비 약 10배 증가했다고 31일 밝혔다. 지난해 9월 출시된 컬리N마트는 네이버의 쇼핑 사용자 기반과 컬리의 상품 소싱 및 새벽배송 인프라를...,https://www.ebn.co.kr/news/articleView.html?idxno=1722345,relevant,no,,review_required,0.60631
1,B_확신거절,21361,8,네이버,naver_api_hub,오늘부터 공연·스포츠 암표에 50배 과징금…'오디세이' 영화관 암표는...,NOL티켓·멜론티켓·예스24·티켓링크·쿠팡플레이 등 예매처와 네이버·당근마켓·번개장터·중고나라·티켓베이 등 중고거래 플랫폼이 참석했다. 경찰청·공정거래위원회·국민체육진흥공단·한국콘텐츠진흥원·관련...,https://www.econovill.com/news/articleView.html?idxno=749217,uncertain,no,브랜드 여론과 관계 있는지 불확실,rejected,0.004018
1,E_커뮤니티회수,16238,2,무신사,kakao_daum,한스킨 무신사 단독샷 포카는 그 어느 커뮤에도 받은 사람이 없어?,,https://gall.dcinside.com/mgallery/board/view/?id=rescene1&no=373012,irrelevant,no,,accepted,0.960608
1,D_중간대역,13149,4,마켓컬리,naver_api_hub,"컬리, ‘8월 패션위크’ 개최","컬리가 오는 31일까지 ‘8월 패션위크’ 기획전을 열고 패션 상품을 할인 판매한다고 26일 밝혔다. 이번... ▲ [사진=컬리] 여름 제품 클리어런스에서는 티세르 ‘마리나 시어서커 커플 반팔 잠옷’, 울랄라 파자마 ‘밀라...",https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065599115262355,relevant,no,,accepted,0.854576
1,C_경계,38906,4,마켓컬리,naver_api_hub,"컬리N마트, 1년 만에 거래액 10배 뛰었다",리테일 테크 기업 컬리가 ‘컬리N마트’가 서비스를 시작한 지 1년 만에 월 거래액이 약 10배 뛰었다고 1일 밝혔다. 컬리N마트는 지난해 9월 컬리와 네이버가 손잡고 네이버플러스 스토어에 오픈한 장보기 서비스다....,https://biz.heraldcorp.com/article/10858002,relevant,no,,review_required,0.629353
1,B_확신거절,21509,8,네이버,kakao_daum,"현대소방설비㈜ 기업정보 - 직원수, 근무환경, 복리후생 등 | 잡코리아",영업활동 등을 통해 얻는 수익을 말합니다. 상품 등의 판매나 용역의 제공으로 얻어진 수익입니다. [출처 : 네이버 지식백과 > 용어해설 > 매출액] 2025년 매출액 111억 8천만원 상승 업계평균 대비 상승 2022...,https://www.jobkorea.co.kr/Recruit/Co_Read/C/hdsb119/Company_name/%ed%98%84%eb%8c%80%ec%86%8c%eb%b0%a9%ec%84%a4%eb%b9%84%e3%88%9c,irrelevant,no,,rejected,0.007077
1,D_중간대역,38773,2,무신사,naver_api_hub,"[유통갤러리]11번가, 9월 ‘월간 십일절’ 실시…최대 55% 할인 외","◆블랙포레, 김원훈 초청 이벤트 진행 애경산업의 탈모 케어 전문 헤어 브랜드 ‘블랙포레’가 오는 14일까지 서울 성동구에 위치한 ‘무신사 메가 스토어 성수’에서 체험형 브랜드 부스를 운영한다. 오는 4일에는...",https://theviewers.co.kr/View.aspx?No=4207110,uncertain,no,기사 title과 body의 내용 불일치,accepted,0.876802
1,C_경계,38551,1,올리브영,naver_api_hub,"삼성전자, 가성비 내세운 '뉴 갤럭시 북6' 국내 출시","300명에게는 올리브영 3만원 상품권도 제공된다. 체험단 운영이 끝난 뒤에는 22일까지 출시 프로모션이 이어진다. 이 기간 구매 고객에게는 네이버페이 5만 포인트가 제공되며, 후기 작성 시 올리브영 5만원 상품권...",https://www.nextdaily.co.kr/news/articleView.html?idxno=252652,irrelevant,no,,review_required,0.01024
1,C_경계,23536,5,SSG,kakao_daum,"추석 선물, 남들보다 일찍 사면 얼마나 이득일까","세트 무료 배송도 제공합니다. 더 빨라진 2026 추석, 더 일찍 준비한 신세계그룹 이마트뿐만이 아닙니다. 신세계백화점과 SSG닷컴, 조선호텔앤리조트까지 각자의 강점을 살린 사전예약에 나섰습니다...",https://v.daum.net/v/yIkaCQSru6,uncertain,no,,review_required,0.600317
1,B_확신거절,12981,1,올리브영,naver_api_hub,에너지 기업 10곳 중 9곳 “하반기 채용”…정유화학도 75%,"고려대 SK미래관 최종현홀에서 ‘제24회 2026 인크루트 채용설명회’를 열고 하반기 채용시장 전망을 소개한다. 행사에는 SK하이닉스, CJ올리브영, 한국전력공사 등이 참여해 기업별 채용 동향을 전달할 예정이다.",https://www.gosiweek.com/article/1065566871230771,uncertain,no,,rejected,0.092085
1,C_경계,36611,7,카카오,naver_api_hub,"KT&G, 3초 예열 전자담배 선보여···'릴' 확장","릴 카카오톡 채널과 공식 홈페이지에서 할인쿠폰을 발급받으면 출시 기념 특별가 4만9000원에 구매할 수 있다. 한정판 루비 블랙 SV는 권장 소비자가 12만원, 쿠폰 적용가는 5만9000원이다. 전용 스틱 브랜드 '나우(NAU)...",http://www.finomy.com/news/articleView.html?idxno=260416,irrelevant,no,,review_required,0.010856
1,C_경계,17065,7,카카오,kakao_daum,카카오톡 배경화면 바꾸기 설정이 가능한 스마트폰 기종과 제약 사항,"카카오톡 배경화면 바꾸기를 고민하는 분들은 단순히 채팅방의 분위기를 전환하려는 목적이 크지만, 최신 스마트폰의 보안 기술이나 소프트웨어 호환성에 따라 설정 방식이 달라질 수 있습니다. 특히 최근 출시된...",https://info.infonbox.com/%ec%b9%b4%ec%b9%b4%ec%98%a4%ed%86%a1-%eb%b0%b0%ea%b2%bd%ed%99%94%eb%a9%b4-%eb%b0%94%ea%be%b8%ea%b8%b0-%ec%84%a4%ec%a0%95%ec%9d%b4-%ea%b0%80%eb%8a%a5%ed%95%9c-%ec%8a%a4%eb%a7%88%ed%8a%b8%ed%8f%b0/,incidental,no,,review_required,0.438884
1,D_중간대역,20150,7,카카오,kakao_daum,"넵튠, 카카오페이 미니게임 파트너사 선정",ⓒ 넵튠 넵튠은 28일 카카오페이와 게임 콘텐츠 공급 계약을 체결하고 카카오페이 '미니게임' 파트너사로 참여한다고 밝혔다. 카카오페이가 올해 2월 출시한 '미니게임'은 이용자가 게임과 간단한 미션을...,https://v.daum.net/v/bZyiukUZv7,incidental,no,,accepted,0.848465
1,B_확신거절,11588,5,SSG,naver_api_hub,2026 KBO 리그 잔여 경기 일정 확정,"KBO 사무국은 10월 7일 두산 베어스-LG 트윈스(잠실), 한화 이글스-키움 히어로즈(고척), NC 다이노스-SSG 랜더스(인천), 삼성 라이온즈-kt wiz(수원), KIA 타이거즈-롯데 자이언츠(부산) 5경기로 정규리그를 마감하는 일정을...",https://www.newsgn.com/news/articleView.html?idxno=569882,irrelevant,no,,rejected,0.004381
1,D_중간대역,19405,7,카카오,naver_api_hub,"SKT·카카오·KT, 모두의 AI 구축 사업자 최종 선정...B200 GPU 512장 지원","SK텔레콤과 카카오, KT 컨소시엄을 선정했다. 사진=연합뉴스 28일 연합뉴스에 따르면 과학기술정보통신부는 '모두의 AI' 프로젝트 수행기관으로 SK텔레콤·카카오·KT 등 3개 컨소시엄을 최종 선정했다고 밝혔다. 이번...",https://www.slist.kr/news/articleView.html?idxno=762000,relevant,no,,rejected,0.98119
1,B_확신거절,41818,4,마켓컬리,kakao_daum,21 46 80 디알텍,럼피로봇로봇청소기롯데그룹리리모델링리비안리츠리튬마그네슘마리나마리화나마스크마이크로마이크로바이옴마켓컬리맥주메가서울메르스메타버스면세점모듈모바일신분증모피의류무상급식물류미디어미세먼지미용...,http://tvs.landmoa.net/?acmode=b_s&curjong=stock001010&no=214680&page=1&orgcstyle=&cstyle=4,irrelevant,yes,,rejected,0.004158
1,A_확신통과,20948,5,SSG,naver_api_hub,[2026 상반기 업종 분석⑤·끝] 살아난 소비 ··· 실적은 온도차,할인점 기존점 매출과 트레이더스 실적이 성장하며 본업은 개선됐지만 스타벅스를 운영하는 SCK컴퍼니의 적자 전환과 SSG닷컴 손실 등이 연결실적을 끌어내렸다. 본업과 연결실적이 반대 방향으로 움직인 셈이다....,https://www.datasom.co.kr/news/articleView.html?idxno=209706,relevant,no,,accepted,0.940662
1,B_확신거절,22609,9,쿠팡,kakao_daum,창문 틈새 바람 막는 방법｜아파트 외풍 막기와 단열필름 붙이는 방법 - 라이프알림,"창문 외풍 차단용품 확인하기 이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다. 날씨가 추워지면 보일러를 켜도 유난히 창문 주변만 서늘하게 느껴지는 집이 있습니다...",https://life.info-wp.kr/%ec%b0%bd%eb%ac%b8-%ed%8b%88%ec%83%88-%eb%b0%94%eb%9e%8c-%eb%a7%89%eb%8a%94-%eb%b0%a9%eb%b2%95%ef%bd%9c%ec%95%84%ed%8c%8c%ed%8a%b8-%ec%99%b8%ed%92%8d-%eb%a7%89%ea%b8%b0%ec%99%80-%eb%8b%a8%ec%97%b4/,irrelevant,yes,,rejected,0.042141
1,D_중간대역,36170,8,네이버,kakao_daum,세이코 프로스펙스 1965 헤리티지 다이버 워치 팬-셀렉티드 리미티드 에디션 - MAGAZINE - TIMEFORUM,한정) 타임포럼 뉴스 게시판 바로 가기 인스타그램 바로 가기 유튜브 바로 가기 페이스북 바로 가기 네이버 카페 바로 가기 Copyright ⓒ 2026 by TIMEFORUM All Rights Reserved. 게시물 저작권은 타임포럼에...,https://www.timeforum.co.kr/NEWSNINFORMATION/20613030,irrelevant,yes,,accepted,0.704355
1,A_확신통과,41236,5,SSG,naver_api_hub,"대상 청정원, 추석 선물세트 2026 출시…'가성비'에 취향·스토리 더했다",대상 공식 온라인몰 정원e샵을 비롯해 컬리와 SSG닷컴 등 주요 온라인 채널에서 판매한다. 젊은 소비자를 겨냥한 디자인 협업도 확대했다. 청정원은 생동감 있는 색채와 경쾌한 표현으로 알려진 차인철 아티스트와...,http://www.youngnong.co.kr/news/articleView.html?idxno=62011,irrelevant,no,,accepted,0.918407
1,C_경계,41638,8,네이버,kakao_daum,[연제구 거제1동맛집] 닭요리 토종가흑임자삼계탕,"위치한 한식토종가흑임자삼계탕 ※식사메뉴닷컴에 등록된 이미지가 없는 경우에는 포털(구글,다음,네이버등)에서 실시간 검색한 이미지가 노출되며, 이경우 검색엔진의 정확도에 따라 해당업체와 관련이 없는...",https://siksamenu.co.kr/food/detail.asp?seq=106267323,irrelevant,yes,,review_required,0.405022
1,A_확신통과,17485,8,네이버,naver_api_hub,"초록우산, 네팔 대규모 홍수 피해 지원 위해 3억 원 규모 긴급구호 착수","한편 초록우산은 네팔 홍수 피해 이재민 지원을 위한 긴급구호 모금 캠페인을 진행하고 있다. 참여를 희망하는 후원자는 초록우산 공식 홈페이지, 카카오 같이가치, 네이버 해피빈 등을 통해 동참할 수 있다.",https://www.gosiweek.com/article/1065598635801343,incidental,no,,accepted,0.928324
1,D_중간대역,34917,7,카카오,kakao_daum,GitHub - kakao/singlestore_exporter: singlestore_exporter collects metrics from SingleStore...,"pprof false License This software is licensed under the Apache 2 license, quoted below. Copyright 2024 Kakao Corp. http://www.kakaocorp.com Licensed under the Apache License, Version 2.0 (the...",https://github.com/kakao/singlestore_exporter,irrelevant,yes,,rejected,0.229539
1,E_커뮤니티회수,17950,5,SSG,kakao_daum,VS SSG ㄹㅇㅇ,이날 한화는 이원석（우익수）-문현빈（중견수）-한지윤（좌익수）-강백호（지명타자）-노시환（3루수）-김태연（1루수）-허인서（포수）-황영묵（2루수）-심우준（유격수） 순으로 라인업을 꾸렸다.,https://web.humoruniv.com/board/humor/read.html?table=pride&number=1326199,irrelevant,no,,accepted,0.965828
1,E_커뮤니티회수,6097,7,카카오,kakao_daum,"'오딘: 발할라 라이징', 편의성 개선 업데이트...길드원 집결지 시스템 신설",카카오게임즈는 라이온하트 스튜디오가 개발한 MMORPG '오딘: 발할라 라이징'에 이용자 피드백을 반영한 편의성 개선 업데이트를 실시했다고 26일 밝혔다. 제공=카카오게임즈 먼저 길드원 간 협동 플레이를 지원...,https://gall.dcinside.com/board/view/?id=khgames&no=9963,irrelevant,no,,accepted,0.936076
1,A_확신통과,15289,2,무신사,kakao_daum,"""드라마 보고 왔어요""…외국인들 몰려든 '핫플' 정체 [현장+]","일상 패션 의류나 음식 등 소장 가능한 상품으로 소비하려는 수요가 맞물린 결과다. /사진=김소연 기자 무신사, '오징어 게임' 이어 '신병4' 성수 임시 매장 흥행…팬덤 패션 선도패션업계에서는 무신사가 콘텐츠...",https://www.hankyung.com/article/202608276255g,relevant,no,,accepted,0.940189
1,A_확신통과,41388,5,SSG,naver_api_hub,‘면세 쇼핑+뷰티포인트’ 결합…신세계免·아모레 동맹,신세계면세점이 아모레퍼시픽의 자체 멤버십 ‘뷰티포인트’를 온라인몰에 연동하며 면세 쇼핑과 브랜드... ▲ 신세계면세점이 아모레퍼시픽의 멤버십 포인트를 온라인몰에 연동한다. [사진=신세계면세점]...,https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065598682005540,relevant,no,,accepted,0.981846
1,B_확신거절,11957,5,SSG,kakao_daum,호텔스컴바인 (Jirisan Shinsegae Resort),"홈 대한민국 39,895 경상남도 3,320 산청 지리산신세계리조트 9월 1일 화 9월 2일 수 ​투숙객 2​명, ​객실 1개 예약 사이트 지리산신세계리조트 예약 업체 지리산신세계리조트 예약 업체 지리산신세계리조트 예약...",https://www.hotelscombined.co.kr/Hotel/Sancheong_Sinsegye_jirisan_resort.htm,irrelevant,yes,,rejected,0.01034
1,E_커뮤니티회수,17900,8,네이버,kakao_daum,"[네이버] 우거지 뼈해장국 1kg 2,900원",네멤 3개부터 무배,https://gall.dcinside.com/mgallery/board/view/?id=itssaexodus&no=218673,irrelevant,yes,,review_required,0.347963
1,C_경계,34985,7,카카오,kakao_daum,운영 정책 - 카카오디벨로퍼스 | 약관,운영정책 회원의 카카오 플랫폼 서비스에 대한 사용은 본 운영정책의 적용을 받습니다. 운영정책을 지키지 않을 경우 불이익을 당할 수 있으니 주의 깊게 읽어주시기 바랍니다. 카카오는 운영정책을 개정할 수...,https://developers.kakao.com/terms/ko/site-policies,irrelevant,no,,review_required,0.652527
1,B_확신거절,18190,8,네이버,kakao_daum,책상 색상 조합 — 프레임 2종 × 상판 5종,수 있습니다. 프레임과 상판 색상은 모든 조합으로 자유롭게 선택할 수 있습니다. 실제 선택 화면은 네이버 공식 스토어의 상품 옵션에서 확인해 주세요. 구분 선택 가능한 색상 프레임 화이트 · 블랙 상판...,https://indeup.com/guide/desk-frame-top-color-guide/,irrelevant,yes,,rejected,0.004475
1,E_커뮤니티회수,15796,8,네이버,kakao_daum,[개미심리지수] 14:05 공포탐욕 36 (공포),라이브 ▶ 43 (공포) DC 미국주식 ▶ 39 (공포) 에펨코리아 ▶ 47 (중립) DC 해외주식 ▶ 51 (중립) 네이버 종토방 ▶ 37 (공포) 토스증권 ▶ 64 (탐욕) 뽐뿌 ▶ 84 (극도의 탐욕) 더쿠 ▶ 44 (공포) 블라인드...,https://gall.dcinside.com/mgallery/board/view/?id=krstock&no=3348783,irrelevant,no,,accepted,0.936584
1,D_중간대역,20358,5,SSG,naver_api_hub,"신세계백화점, 연중 최대 주류 행사 뱅드신세계 개최",신세계백화점이 다음 달 3일까지 일주일간 연중 최대 주류 행사인 '뱅드신세계'를 열고 다양한 상품을 특가로 선보입니다. 이번 행사는 최근 세분화되는 주류 소비 트렌드에 발맞추어 와인을 중심으로 위스키와 사케...,https://news.bbsi.co.kr/news/articleView.html?idxno=4103312,relevant,no,,accepted,0.89306
1,E_커뮤니티회수,16519,9,쿠팡,kakao_daum,쿠수니인데 본인 쿠팡가면 아스크림 6개 먹고 옴!,아스크림 너무 맛있음,https://gall.dcinside.com/mgallery/board/view/?id=coupangar&no=383808,uncertain,no,labor/hr 관련 여론으로 볼 수 있는지 불확실,accepted,0.951431
1,A_확신통과,18109,7,카카오,naver_api_hub,"카카오뱅크 임원 보수, 2년째 100% 현금…시중은행과 대비",카카오뱅크가 임원 성과보수를 2년 연속 현금으로 책정한 것이 논란이다. 경영진의 보상을 장기 사업... 임원 성과보수 2년 연속 '전액 현금' 27일 카카오뱅크가 '2025년 지배구조 및 보수체계 연차보고서'에 따르면...,https://www.insightkorea.co.kr/news/articleView.html?idxno=253297,relevant,no,,accepted,0.983042
1,A_확신통과,17291,5,SSG,naver_api_hub,"SSG닷컴, 라이프스타일 부문 인적분할 단행… 계열분리 포석 및 쿠팡 대...",SSG닷컴이 사업 전문성과 효율성 제고를 명목으로 라이프스타일 사업부문의 인적분할을 추진한다. SSG닷컴은 지난 27일 이사회를 열고 관련 안건을 승인했다고 밝혔다. 오는 10월 말 임시 주주총회를 거쳐 12월 1일을...,http://www.lkp.news/news/articleView.html?idxno=83420,relevant,no,,accepted,0.982174
1,A_확신통과,40535,8,네이버,naver_api_hub,"MMORPG '도깨비의세계', 8일 온라인 쇼케이스서 주요 콘텐츠 소개","'도깨비의세계'는 네이버 인기 웹소설 및 웹툰 '멸귀수도전' IP를 기반으로 개발 중인 MMORPG다. 2D 도트 캐릭터와 3D 배경을 결합한 하이브리드 비주얼을 적용해 레트로 감성과 입체적인 공간감을 동시에 구현했으며, 한국...",https://www.fomos.kr/redirect/news_view?news_cate_id=2&entry_id=155568,irrelevant,no,,accepted,0.929079
1,A_확신통과,38320,7,카카오,naver_api_hub,"""탈색에 담배까지 배웠다""…'6년 만 복귀' 하지원, 파격 변신에 스튜디...","김선영이 ""너의 전화번호가 없어서 카카오톡 프로필로 연락했다""고 주장하자, 하지원은 ""연락처를 교환했고 실제로 연락도 나눴다""고 반박했다. 진실 확인 결과 하지원의 말이 맞는 것으로 드러났고, 내기에서 진 김선영은...",https://www.stardailynews.co.kr/news/articleView.html?idxno=548010,irrelevant,no,,accepted,0.940621
1,E_커뮤니티회수,17862,7,카카오,kakao_daum,김호중 그중에 그대를 만나,meet you among them (그중에 그대를 만나) Provided to YouTube by Kakao Entertainmentmeet you among them (그중에 그대를 만나) · Kim ho joongThree siblings are brave OST Part. 1℗ 2022 CANVAS MUSIC...,https://gall.dcinside.com/mini/board/view/?id=kimhojoong&no=67148,irrelevant,no,,rejected,0.009492
1,D_중간대역,20757,7,카카오,naver_api_hub,‘모두의 AI’ SKT·카카오·KT 선정,"정부가 전 국민이 무료로 사용하는 ‘모두의 AI’ 사업자로 SK텔레콤, 카카오, KT 등 컨소시엄 3곳을... 28일 과학기술정보통신부(과기정통부)는 모두의 AI 공모에 참여한 6개 사업자 중 SK텔레콤, 카카오, KT 컨소시엄 등을...",https://biz.heraldcorp.com/article/10855377,relevant,no,,rejected,0.98221
